payment_id,order_id,customer_id,merchant_id,amount,currency,payment_method,bank,created_at,source,true_final_state,final_observed_state,resolved_at,time_to_resolution_sec,scenario,incident_id,is_hard_negative
P0000714,O0000714,C002434,M0010,809.85,INR,WALLET,BANK_D,2026-01-01T14:47:07.954062,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:47:15.001777,7.05,normal_success,,False
P0000715,O0000715,C001083,M0017,718.68,INR,NETBANKING,BANK_C,2026-01-01T00:08:02.409827,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:08:08.775557,6.37,normal_success,,False
P0000716,O0000716,C001395,M0012,1040.35,INR,CARD,BANK_C,2026-01-01T08:22:48.051708,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:22:53.366487,5.31,normal_success,,False
P0000717,O0000717,C003681,M0001,953.69,INR,CARD,BANK_D,2026-01-01T14:44:39.344868,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:46:08.086538,88.74,late_capture,,False
P0000718,O0000718,C002062,M0003,108.25,INR,WALLET,BANK_B,2026-01-01T13:34:40.292869,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:34:48.373126,8.08,normal_success,,True
P0000719,O0000719,C001264,M0009,2140.89,INR,CARD,BANK_A,2026-01-01T09:15:44.836714,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:15:48.389271,3.55,normal_success,,False
P0000720,O0000720,C003268,M0012,607.44,INR,CARD,BANK_E,2026-01-01T09:08:58.693092,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:09:07.368433,8.68,normal_success,,False
P0000721,O0000721,C002538,M0004,286.42,INR,UPI,BANK_A,2026-01-01T05:37:42.761733,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:37:49.362077,6.6,normal_success,,False
P0000722,O0000722,C003595,M0023,775.09,INR,NETBANKING,BANK_C,2026-01-01T04:45:59.226315,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:04.287647,5.06,normal_success,,True
P0000723,O0000723,C000948,M0016,112.15,INR,WALLET,BANK_E,2026-01-01T14:22:08.607805,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:22:15.382250,6.77,normal_success,,True
P0000724,O0000724,C003156,M0023,1500.95,INR,CARD,BANK_A,2026-01-01T08:33:54.758199,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:34:03.671408,8.91,normal_success,,False
P0000725,O0000725,C002452,M0015,768.45,INR,WALLET,BANK_C,2026-01-01T01:31:10.708241,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:31:17.620302,6.91,normal_success,,True
P0000726,O0000726,C003959,M0012,522.45,INR,CARD,BANK_E,2026-01-01T17:03:53.383233,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:03:55.941382,2.56,normal_success,,False
P0000727,O0000727,C002863,M0001,2501.37,INR,NETBANKING,BANK_A,2026-01-01T05:47:48.158854,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:47:56.067717,7.91,normal_success,,False
P0000728,O0000728,C000972,M0001,662.41,INR,CARD,BANK_B,2026-01-01T04:40:23.062528,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:40:31.758213,8.7,normal_success,,False
P0000729,O0000729,C003395,M0022,8789.12,INR,CARD,BANK_E,2026-01-01T07:00:49.173492,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:00:53.206499,4.03,normal_success,,False
P0000730,O0000730,C000630,M0001,1216.46,INR,NETBANKING,BANK_D,2026-01-01T17:06:48.874292,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:06:55.013755,6.14,normal_success,,False
P0000731,O0000731,C000088,M0021,1745.35,INR,WALLET,BANK_C,2026-01-01T12:48:39.393469,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:48:45.221611,5.83,normal_success,,False
P0000732,O0000732,C000948,M0009,144.78,INR,UPI,BANK_D,2026-01-01T13:18:53.599288,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:19:04.118550,10.52,normal_success,,False
P0000733,O0000733,C003230,M0020,709.89,INR,UPI,BANK_B,2026-01-01T06:04:18.424800,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:04:24.162041,5.74,normal_success,,False
P0000734,O0000734,C003567,M0010,318.06,INR,WALLET,BANK_B,2026-01-01T06:59:55.979877,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:00:05.757197,9.78,normal_success,,False
P0000735,O0000735,C001339,M0003,63.35,INR,WALLET,BANK_E,2026-01-01T04:01:19.767154,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:01:27.850856,8.08,normal_success,,False
P0000736,O0000736,C001605,M0007,332.24,INR,NETBANKING,BANK_A,2026-01-01T21:58:42.624784,SYNTHETIC,FAILED,FAILED,2026-01-01T21:58:49.362183,6.74,genuine_failure,,False
P0000737,O0000737,C003236,M0004,4230.26,INR,UPI,BANK_D,2026-01-01T14:45:37.976191,SYNTHETIC,FAILED,FAILED,2026-01-01T14:45:39.346560,1.37,genuine_failure,,False
P0000738,O0000738,C001628,M0017,860.08,INR,UPI,BANK_D,2026-01-01T10:56:10.009105,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:56:13.603767,3.59,normal_success,,False
P0000739,O0000739,C002525,M0004,1733.84,INR,UPI,BANK_D,2026-01-01T20:22:23.175202,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:22:31.336968,8.16,normal_success,,False
P0000740,O0000740,C002905,M0006,531.07,INR,NETBANKING,BANK_D,2026-01-01T01:42:36.143916,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:42:45.113346,8.97,normal_success,,False
P0000741,O0000741,C003509,M0007,905.47,INR,NETBANKING,BANK_A,2026-01-01T07:24:10.978365,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:24:18.881428,7.9,normal_success,,False
P0000742,O0000742,C000758,M0001,1304.3,INR,UPI,BANK_C,2026-01-01T17:13:40.898493,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:13:47.984613,7.09,normal_success,,False
P0000743,O0000743,C001816,M0024,344.08,INR,UPI,BANK_C,2026-01-01T15:45:25.519071,SYNTHETIC,FAILED,FAILED,2026-01-01T15:45:31.798417,6.28,genuine_failure,,False
P0000744,O0000744,C000652,M0010,798.66,INR,UPI,BANK_C,2026-01-01T03:28:36.418777,SYNTHETIC,FAILED,FAILED,2026-01-01T03:28:42.382232,5.96,genuine_failure,,False
P0000745,O0000745,C002879,M0014,94.52,INR,CARD,BANK_B,2026-01-01T10:22:45.030832,SYNTHETIC,FAILED,FAILED,2026-01-01T10:22:51.514965,6.48,genuine_failure,,False
P0000746,O0000746,C003312,M0005,1394.3,INR,UPI,BANK_E,2026-01-01T15:05:11.760779,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:05:15.915511,4.15,normal_success,,False
P0000747,O0000747,C000794,M0020,649.27,INR,CARD,BANK_B,2026-01-01T16:33:06.410246,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:33:11.955308,5.55,normal_success,,False
P0000748,O0000748,C001559,M0003,82.32,INR,NETBANKING,BANK_B,2026-01-01T09:16:56.556893,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:17:04.278624,7.72,normal_success,,False
P0000749,O0000749,C002513,M0001,248.84,INR,NETBANKING,BANK_D,2026-01-01T09:57:06.872093,SYNTHETIC,FAILED,FAILED,2026-01-01T09:57:13.777587,6.91,genuine_failure,,False
P0000750,O0000750,C000150,M0019,442.7,INR,WALLET,BANK_D,2026-01-01T10:34:36.120856,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:34:42.087698,5.97,normal_success,INC0000,False
P0000751,O0000751,C001296,M0002,1154.06,INR,WALLET,BANK_B,2026-01-01T02:17:37.666067,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:17:45.010948,7.34,normal_success,,False
P0000752,O0000752,C003618,M0016,1319.3,INR,NETBANKING,BANK_C,2026-01-01T07:34:09.528150,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:34:14.117299,4.59,normal_success,,False
P0000753,O0000753,C001588,M0023,162.17,INR,UPI,BANK_D,2026-01-01T18:23:13.675532,SYNTHETIC,FAILED,FAILED,2026-01-01T18:23:16.042048,2.37,genuine_failure,,False
P0000754,O0000754,C003860,M0009,1284.53,INR,WALLET,BANK_C,2026-01-01T17:07:20.981972,SYNTHETIC,FAILED,FAILED,2026-01-01T17:07:27.377557,6.4,genuine_failure,,False
P0000755,O0000755,C002405,M0008,3397.15,INR,WALLET,BANK_D,2026-01-01T19:32:14.777058,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:34:49.227637,154.45,late_capture,,False
P0000756,O0000756,C002242,M0008,180.39,INR,UPI,BANK_A,2026-01-01T16:57:49.873055,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:57:58.713777,8.84,normal_success,,True
P0000757,O0000757,C000293,M0014,1209.08,INR,CARD,BANK_B,2026-01-01T11:04:24.496010,SYNTHETIC,FAILED,FAILED,2026-01-01T11:04:28.700284,4.2,genuine_failure,,False
P0000758,O0000758,C001531,M0000,2065.55,INR,NETBANKING,BANK_C,2026-01-01T02:23:35.588875,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:23:42.466350,6.88,normal_success,,False
P0000759,O0000759,C001910,M0013,378.87,INR,UPI,BANK_E,2026-01-01T22:05:18.064430,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T22:05:25.743230,7.68,normal_success,,False
P0000760,O0000760,C002758,M0001,809.67,INR,CARD,BANK_B,2026-01-01T08:00:08.133450,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:00:13.649149,5.52,normal_success,,False
P0000761,O0000761,C003557,M0009,753.0,INR,CARD,BANK_D,2026-01-01T03:25:40.820151,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T03:25:44.341412,3.52,normal_success,,True
P0000762,O0000762,C001278,M0007,66.61,INR,NETBANKING,BANK_A,2026-01-01T01:23:16.311713,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:23:20.808400,4.5,normal_success,INC0001,False
P0000763,O0000763,C002965,M0012,2805.67,INR,WALLET,BANK_C,2026-01-01T10:31:21.598656,SYNTHETIC,FAILED,FAILED,2026-01-01T10:31:28.005790,6.41,genuine_failure,INC0000,False
P0000764,O0000764,C001544,M0007,586.03,INR,NETBANKING,BANK_A,2026-01-01T12:59:32.155647,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:59:38.471264,6.32,normal_success,,True
P0000765,O0000765,C001380,M0000,1910.78,INR,UPI,BANK_C,2026-01-01T21:07:23.343351,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:07:27.919234,4.58,normal_success,,False
P0000766,O0000766,C000169,M0002,684.43,INR,NETBANKING,BANK_B,2026-01-01T12:54:12.819377,SYNTHETIC,FAILED,FAILED,2026-01-01T12:54:20.378299,7.56,genuine_failure,,False
P0000767,O0000767,C001835,M0011,1651.92,INR,WALLET,BANK_B,2026-01-01T17:19:40.816900,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:19:47.226882,6.41,normal_success,,False
P0000768,O0000768,C001078,M0001,2890.04,INR,CARD,BANK_A,2026-01-01T21:46:51.528148,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:46:57.552774,6.02,normal_success,,False
P0000769,O0000769,C003992,M0019,181.58,INR,UPI,BANK_B,2026-01-01T11:02:47.174970,SYNTHETIC,FAILED,FAILED,2026-01-01T11:02:50.734442,3.56,genuine_failure,,False
P0000770,O0000770,C003286,M0023,377.22,INR,CARD,BANK_A,2026-01-01T05:19:52.899154,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:19:58.354676,5.46,normal_success,,False
P0000771,O0000771,C003938,M0021,620.86,INR,UPI,BANK_D,2026-01-01T18:40:05.311802,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:40:14.180570,8.87,normal_success,,True
P0000772,O0000772,C003827,M0000,403.08,INR,UPI,BANK_A,2026-01-01T07:31:00.445859,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:31:02.741586,2.3,normal_success,,True
P0000773,O0000773,C001426,M0008,854.55,INR,WALLET,BANK_D,2026-01-01T15:02:55.830494,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:03:05.757939,9.93,normal_success,,False
P0000774,O0000774,C003151,M0003,869.43,INR,NETBANKING,BANK_D,2026-01-01T19:30:22.503078,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:30:29.583172,7.08,normal_success,,False
P0000775,O0000775,C000939,M0004,170.15,INR,WALLET,BANK_E,2026-01-01T04:51:27.254683,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:51:33.602319,6.35,normal_success,,False
P0000776,O0000776,C002146,M0012,912.64,INR,CARD,BANK_C,2026-01-01T04:07:41.222201,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:07:43.789945,2.57,normal_success,,False
P0000777,O0000777,C000897,M0006,768.13,INR,WALLET,BANK_C,2026-01-01T17:53:56.935576,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:54:01.535567,4.6,normal_success,,False
P0000778,O0000778,C003929,M0008,1374.87,INR,WALLET,BANK_A,2026-01-01T06:30:06.750903,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:30:14.161681,7.41,normal_success,,False
P0000779,O0000779,C002263,M0013,1575.61,INR,CARD,BANK_B,2026-01-01T02:53:07.181748,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:53:12.350318,5.17,normal_success,,False
P0000780,O0000780,C002239,M0019,199.4,INR,NETBANKING,BANK_D,2026-01-01T17:51:24.958770,SYNTHETIC,FAILED,FAILED,2026-01-01T17:51:30.232854,5.27,genuine_failure,,False
P0000781,O0000781,C001367,M0017,189.6,INR,UPI,BANK_E,2026-01-01T14:04:35.844920,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:04:39.598703,3.75,normal_success,,False
P0000782,O0000782,C001974,M0016,565.76,INR,UPI,BANK_D,2026-01-01T06:50:56.208704,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:50:59.988267,3.78,normal_success,,False
P0000783,O0000783,C000599,M0009,829.34,INR,UPI,BANK_A,2026-01-01T07:36:18.343755,SYNTHETIC,FAILED,FAILED,2026-01-01T07:36:22.267840,3.92,genuine_failure,,False
P0000784,O0000784,C003332,M0011,1973.66,INR,WALLET,BANK_B,2026-01-01T10:11:46.041868,SYNTHETIC,FAILED,FAILED,2026-01-01T10:11:49.220899,3.18,genuine_failure,INC0000,False
P0000785,O0000785,C001480,M0022,74.97,INR,CARD,BANK_C,2026-01-01T17:23:55.336722,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:24:02.610059,7.27,normal_success,,False
P0000786,O0000786,C002117,M0024,206.1,INR,WALLET,BANK_E,2026-01-01T17:03:17.413223,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:03:22.372343,4.96,normal_success,,True
P0000787,O0000787,C002456,M0001,3192.1,INR,NETBANKING,BANK_E,2026-01-01T13:04:49.238224,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:04:53.577531,4.34,normal_success,,False
P0000788,O0000788,C001922,M0021,3105.13,INR,CARD,BANK_D,2026-01-01T05:30:53.917408,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:31:00.092805,6.18,normal_success,,False
P0000789,O0000789,C001711,M0020,250.09,INR,CARD,BANK_A,2026-01-01T23:44:06.347474,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:44:13.568772,7.22,normal_success,,True
P0000790,O0000790,C000068,M0010,199.39,INR,WALLET,BANK_A,2026-01-01T21:37:42.353200,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:37:47.060431,4.71,normal_success,,False
P0000791,O0000791,C002165,M0022,6534.96,INR,UPI,BANK_D,2026-01-01T16:26:45.610398,SYNTHETIC,FAILED,FAILED,2026-01-01T16:26:50.605354,4.99,genuine_failure,,False
P0000792,O0000792,C000692,M0015,1689.22,INR,CARD,BANK_C,2026-01-01T18:27:50.433970,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:27:56.337566,5.9,normal_success,,False
P0000793,O0000793,C003960,M0011,791.1,INR,UPI,BANK_A,2026-01-01T07:47:12.091462,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:47:22.293090,10.2,normal_success,,False
P0000794,O0000794,C003237,M0020,866.14,INR,CARD,BANK_B,2026-01-01T05:43:05.943052,SYNTHETIC,FAILED,FAILED,2026-01-01T05:43:12.527741,6.58,genuine_failure,,False
P0000795,O0000795,C000154,M0003,743.87,INR,NETBANKING,BANK_B,2026-01-01T14:59:52.887260,SYNTHETIC,FAILED,FAILED,2026-01-01T14:59:59.259498,6.37,genuine_failure,,False
P0000796,O0000796,C001398,M0019,114.39,INR,NETBANKING,BANK_E,2026-01-01T01:01:56.050441,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:02:01.791711,5.74,normal_success,,False
P0000797,O0000797,C003297,M0010,1503.42,INR,NETBANKING,BANK_D,2026-01-01T21:23:10.563805,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:28:59.579185,349.02,late_capture,,False
P0000798,O0000798,C001943,M0005,556.1,INR,CARD,BANK_E,2026-01-01T09:54:31.792493,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:59:39.409959,307.62,late_capture,,False
P0000799,O0000799,C003631,M0011,868.53,INR,WALLET,BANK_E,2026-01-01T04:38:54.413113,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:38:57.266170,2.85,normal_success,,False
P0000800,O0000800,C001380,M0023,1393.4,INR,CARD,BANK_E,2026-01-01T21:07:35.274710,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:07:41.351183,6.08,normal_success,,False
P0000801,O0000801,C000694,M0003,1254.03,INR,NETBANKING,BANK_E,2026-01-01T15:37:40.344122,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:37:45.968782,5.62,normal_success,,False
P0000802,O0000802,C002794,M0003,3560.9,INR,UPI,BANK_A,2026-01-01T16:50:58.167941,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:51:07.770167,9.6,normal_success,,False
P0000803,O0000803,C000306,M0024,25.59,INR,WALLET,BANK_A,2026-01-01T04:04:51.911567,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:04:55.556618,3.65,normal_success,,True
P0000804,O0000804,C002279,M0018,1159.48,INR,CARD,BANK_A,2026-01-01T23:25:19.834898,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:25:27.242212,7.41,normal_success,,True
P0000805,O0000805,C003099,M0013,248.0,INR,WALLET,BANK_E,2026-01-01T15:33:43.307440,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:33:47.795341,4.49,normal_success,,False
P0000806,O0000806,C002776,M0021,897.09,INR,CARD,BANK_E,2026-01-01T23:48:10.079228,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:48:19.882153,9.8,normal_success,,False
P0000807,O0000807,C002423,M0015,582.01,INR,NETBANKING,BANK_D,2026-01-01T04:18:37.895761,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:18:44.291643,6.4,normal_success,,False
P0000808,O0000808,C001849,M0008,128.78,INR,WALLET,BANK_D,2026-01-01T00:35:37.520448,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:35:46.006364,8.49,normal_success,,False
P0000809,O0000809,C001514,M0001,489.82,INR,NETBANKING,BANK_A,2026-01-01T08:47:59.587844,SYNTHETIC,FAILED,FAILED,2026-01-01T08:48:06.309392,6.72,genuine_failure,,False
P0000810,O0000810,C001257,M0011,2282.8,INR,CARD,BANK_D,2026-01-01T11:12:12.511366,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:12:22.073511,9.56,normal_success,,False
P0000811,O0000811,C000201,M0023,159.75,INR,NETBANKING,BANK_C,2026-01-01T18:12:22.696397,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:12:29.375755,6.68,normal_success,,False
P0000812,O0000812,C002162,M0022,1929.25,INR,NETBANKING,BANK_A,2026-01-01T11:23:51.934858,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:23:56.420128,4.49,normal_success,,False
P0000813,O0000813,C002074,M0011,2759.84,INR,WALLET,BANK_D,2026-01-01T19:01:19.183410,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:01:28.829788,9.65,normal_success,,False
P0000814,O0000814,C000242,M0007,427.6,INR,NETBANKING,BANK_C,2026-01-01T23:05:59.117447,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:06:06.649534,7.53,normal_success,,False
P0000815,O0000815,C000377,M0024,315.28,INR,CARD,BANK_D,2026-01-01T18:34:01.411425,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:34:08.911567,7.5,normal_success,,False
P0000816,O0000816,C002270,M0021,599.11,INR,UPI,BANK_E,2026-01-01T11:19:39.422513,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:19:47.948797,8.53,normal_success,,False
P0000817,O0000817,C001210,M0018,563.31,INR,UPI,BANK_B,2026-01-01T13:25:01.202769,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:25:04.256264,3.05,normal_success,,False
P0000818,O0000818,C002967,M0014,174.75,INR,CARD,BANK_A,2026-01-01T14:28:59.207212,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:29:08.501058,9.29,normal_success,,False
P0000819,O0000819,C001643,M0003,223.71,INR,NETBANKING,BANK_B,2026-01-01T20:45:02.406793,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:45:08.983443,6.58,normal_success,,False
P0000820,O0000820,C000745,M0019,157.8,INR,NETBANKING,BANK_B,2026-01-01T02:42:54.619414,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:43:02.754890,8.14,normal_success,,False
P0000821,O0000821,C002669,M0022,764.64,INR,UPI,BANK_E,2026-01-01T00:05:18.924733,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:05:24.475651,5.55,normal_success,,False
P0000822,O0000822,C002755,M0013,1169.43,INR,WALLET,BANK_E,2026-01-01T09:45:56.299536,SYNTHETIC,FAILED,FAILED,2026-01-01T09:46:03.792264,7.49,genuine_failure,INC0000,False
P0000823,O0000823,C001691,M0010,836.68,INR,UPI,BANK_C,2026-01-01T01:13:18.811578,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:13:27.990775,9.18,normal_success,,False
P0000824,O0000824,C001801,M0008,918.51,INR,WALLET,BANK_E,2026-01-01T20:14:55.295070,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:15:05.126752,9.83,normal_success,,False
P0000825,O0000825,C000527,M0017,265.6,INR,NETBANKING,BANK_D,2026-01-01T21:18:40.707363,SYNTHETIC,FAILED,FAILED,2026-01-01T21:18:48.579250,7.87,genuine_failure,,False
P0000826,O0000826,C000358,M0001,241.49,INR,CARD,BANK_C,2026-01-01T00:58:03.898357,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:58:13.944525,10.05,normal_success,,False
P0000827,O0000827,C001457,M0020,788.34,INR,UPI,BANK_E,2026-01-01T11:39:58.745431,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:40:08.862232,10.12,normal_success,,False
P0000828,O0000828,C003762,M0006,2301.08,INR,NETBANKING,BANK_B,2026-01-01T06:52:12.130266,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:52:17.645653,5.52,normal_success,,False
P0000829,O0000829,C000870,M0013,257.19,INR,WALLET,BANK_A,2026-01-01T23:49:38.580762,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:49:46.370977,7.79,normal_success,,False
P0000830,O0000830,C002914,M0018,4849.57,INR,WALLET,BANK_B,2026-01-01T04:58:58.818772,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:59:07.301285,8.48,normal_success,,False
P0000831,O0000831,C000156,M0010,744.31,INR,UPI,BANK_B,2026-01-01T11:44:19.578784,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:44:23.775695,4.2,normal_success,,False
P0000832,O0000832,C001242,M0024,749.84,INR,WALLET,BANK_B,2026-01-01T06:38:41.421305,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:38:48.571539,7.15,normal_success,,False
P0000833,O0000833,C000544,M0016,3532.42,INR,NETBANKING,BANK_B,2026-01-01T11:58:32.016382,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:58:38.530095,6.51,normal_success,,False
P0000834,O0000834,C000103,M0008,1354.41,INR,WALLET,BANK_C,2026-01-01T18:34:19.635922,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:34:28.412924,8.78,normal_success,,False
P0000835,O0000835,C003900,M0018,247.01,INR,WALLET,BANK_E,2026-01-01T13:25:18.838677,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:25:25.762361,6.92,normal_success,,False
P0000836,O0000836,C002270,M0009,255.48,INR,NETBANKING,BANK_B,2026-01-01T11:39:31.390416,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:39:37.518066,6.13,normal_success,,False
P0000837,O0000837,C003194,M0000,77.67,INR,UPI,BANK_E,2026-01-01T15:51:09.892101,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:51:18.959283,9.07,normal_success,,False
P0000838,O0000838,C001938,M0010,6866.4,INR,WALLET,BANK_E,2026-01-01T07:51:04.008907,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:51:09.813384,5.8,normal_success,,True
P0000839,O0000839,C001685,M0010,856.24,INR,WALLET,BANK_A,2026-01-01T11:38:55.313793,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:38:59.890690,4.58,normal_success,INC0000,False
P0000840,O0000840,C003346,M0012,1160.55,INR,WALLET,BANK_E,2026-01-01T06:44:22.910160,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:44:25.731272,2.82,normal_success,,False
P0000841,O0000841,C000611,M0021,488.32,INR,WALLET,BANK_B,2026-01-01T17:23:20.209158,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:23:23.574565,3.37,normal_success,,False
P0000842,O0000842,C001046,M0007,504.33,INR,NETBANKING,BANK_B,2026-01-01T04:10:50.390201,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:10:56.257591,5.87,normal_success,,False
P0000843,O0000843,C000223,M0013,425.58,INR,WALLET,BANK_C,2026-01-01T04:05:14.859738,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:05:17.562407,2.7,normal_success,,False
P0000844,O0000844,C003786,M0000,2342.1,INR,WALLET,BANK_E,2026-01-01T00:10:42.008920,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:10:49.264575,7.26,normal_success,,False
P0000845,O0000845,C003993,M0019,1278.3,INR,WALLET,BANK_A,2026-01-01T04:13:44.324279,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:13:50.128382,5.8,normal_success,,False
P0000846,O0000846,C002072,M0016,299.45,INR,NETBANKING,BANK_C,2026-01-01T20:34:06.172898,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:34:12.105842,5.93,normal_success,,False
P0000847,O0000847,C003078,M0011,182.59,INR,CARD,BANK_B,2026-01-01T13:26:58.132725,SYNTHETIC,FAILED,FAILED,2026-01-01T13:27:04.275658,6.14,genuine_failure,,False
