event_id,payment_id,event_type,event_time,received_time,sequence_number,duplicate_flag,out_of_order_flag,source
EV000056001,P0000560,payment.authorized,2026-01-01T23:16:23.481938,2026-01-01T23:16:25.563947,1,False,False,SYNTHETIC
EV000056001D,P0000560,payment.authorized,2026-01-01T23:16:23.481938,2026-01-01T23:16:26.000158,1,True,False,SYNTHETIC
EV000056002,P0000560,payment.captured,2026-01-01T23:22:49.465613,2026-01-01T23:22:49.690646,2,False,False,SYNTHETIC
EV000056100,P0000561,payment.attempted,2026-01-01T00:05:48.270918,2026-01-01T00:05:48.826893,0,False,False,SYNTHETIC
EV000056101,P0000561,payment.authorized,2026-01-01T00:05:50.221589,2026-01-01T00:05:50.660255,1,False,False,SYNTHETIC
EV000056102,P0000561,payment.captured,2026-01-01T00:05:53.496084,2026-01-01T00:05:54.559301,2,False,False,SYNTHETIC
EV000056200,P0000562,payment.attempted,2026-01-01T22:36:42.976496,2026-01-01T22:36:43.898780,0,False,False,SYNTHETIC
EV000056201,P0000562,payment.authorized,2026-01-01T22:36:48.442131,2026-01-01T22:36:49.064992,1,False,False,SYNTHETIC
EV000056202,P0000562,payment.captured,2026-01-01T22:36:50.146126,2026-01-01T22:36:50.847192,2,False,False,SYNTHETIC
EV000056300,P0000563,payment.attempted,2026-01-01T13:46:13.440145,2026-01-01T13:46:14.828520,0,False,False,SYNTHETIC
EV000056301,P0000563,payment.authorized,2026-01-01T13:46:19.260674,2026-01-01T13:46:20.014460,1,False,False,SYNTHETIC
EV000056302,P0000563,payment.captured,2026-01-01T13:46:22.639197,2026-01-01T13:46:23.813439,2,False,False,SYNTHETIC
EV000056400,P0000564,payment.attempted,2026-01-01T18:02:37.839638,2026-01-01T18:02:39.729114,0,False,False,SYNTHETIC
EV000056401,P0000564,payment.authorized,2026-01-01T18:02:39.850924,2026-01-01T18:02:41.304553,1,False,False,SYNTHETIC
EV000056402,P0000564,payment.captured,2026-01-01T18:02:43.365770,2026-01-01T18:02:45.207322,2,False,False,SYNTHETIC
EV000056500,P0000565,payment.attempted,2026-01-01T09:37:26.669934,2026-01-01T09:37:27.145571,0,False,False,SYNTHETIC
EV000056501,P0000565,payment.failed,2026-01-01T09:37:32.946574,2026-01-01T09:37:34.439824,1,False,False,SYNTHETIC
EV000056600,P0000566,payment.attempted,2026-01-01T07:01:15.742061,2026-01-01T07:01:16.419123,0,False,False,SYNTHETIC
EV000056601,P0000566,payment.authorized,2026-01-01T07:01:19.583335,2026-01-01T07:01:20.153936,1,False,False,SYNTHETIC
EV000056602,P0000566,payment.captured,2026-01-01T07:01:23.529090,2026-01-01T07:01:23.930781,2,False,False,SYNTHETIC
EV000056700,P0000567,payment.attempted,2026-01-01T08:40:28.030015,2026-01-01T08:40:29.004409,0,False,False,SYNTHETIC
EV000056701,P0000567,payment.authorized,2026-01-01T08:40:30.938153,2026-01-01T08:40:32.236732,1,False,False,SYNTHETIC
EV000056702,P0000567,payment.captured,2026-01-01T08:40:33.218884,2026-01-01T08:40:34.484306,2,False,False,SYNTHETIC
EV000056800,P0000568,payment.attempted,2026-01-01T13:48:46.475201,2026-01-01T13:48:57.080316,0,False,True,SYNTHETIC
EV000056801,P0000568,payment.authorized,2026-01-01T13:48:51.956421,2026-01-01T13:48:52.316234,1,False,False,SYNTHETIC
EV000056801D,P0000568,payment.authorized,2026-01-01T13:48:51.956421,2026-01-01T13:48:52.641979,1,True,False,SYNTHETIC
EV000056802,P0000568,payment.captured,2026-01-01T13:48:56.474332,2026-01-01T13:48:47.691499,2,False,True,SYNTHETIC
EV000056900,P0000569,payment.attempted,2026-01-01T19:50:27.409979,2026-01-01T19:50:28.509700,0,False,False,SYNTHETIC
EV000056901,P0000569,payment.authorized,2026-01-01T19:50:32.167472,2026-01-01T19:50:33.854558,1,False,False,SYNTHETIC
EV000056902,P0000569,payment.captured,2026-01-01T19:50:35.731131,2026-01-01T19:50:37.982994,2,False,False,SYNTHETIC
EV000056902D,P0000569,payment.captured,2026-01-01T19:50:35.731131,2026-01-01T19:50:38.416195,2,True,False,SYNTHETIC
EV000057000,P0000570,payment.attempted,2026-01-01T20:45:53.030387,2026-01-01T20:45:54.510760,0,False,False,SYNTHETIC
EV000057001,P0000570,payment.authorized,2026-01-01T20:45:55.425497,2026-01-01T20:45:55.718784,1,False,False,SYNTHETIC
EV000057002,P0000570,payment.failed,2026-01-01T20:46:00.406740,2026-01-01T20:46:02.618924,2,False,False,SYNTHETIC
EV000057003,P0000570,payment.captured,2026-01-01T20:48:04.300768,2026-01-01T20:48:04.936139,3,False,False,SYNTHETIC
EV000057100,P0000571,payment.attempted,2026-01-01T20:11:56.700901,2026-01-01T20:11:57.987633,0,False,False,SYNTHETIC
EV000057101,P0000571,payment.authorized,2026-01-01T20:12:00.528639,2026-01-01T20:12:05.114288,1,False,True,SYNTHETIC
EV000057102,P0000571,payment.captured,2026-01-01T20:12:03.736289,2026-01-01T20:12:01.661023,2,False,True,SYNTHETIC
EV000057200,P0000572,payment.attempted,2026-01-01T22:28:30.338852,2026-01-01T22:28:31.739433,0,False,False,SYNTHETIC
EV000057201,P0000572,payment.authorized,2026-01-01T22:28:33.587275,2026-01-01T22:28:34.490811,1,False,False,SYNTHETIC
EV000057202,P0000572,payment.captured,2026-01-01T22:28:38.169908,2026-01-01T22:28:38.809845,2,False,False,SYNTHETIC
EV000057300,P0000573,payment.attempted,2026-01-01T03:50:25.845712,2026-01-01T03:50:28.132546,0,False,False,SYNTHETIC
EV000057301,P0000573,payment.authorized,2026-01-01T03:50:30.332473,2026-01-01T03:50:31.461397,1,False,False,SYNTHETIC
EV000057302,P0000573,payment.captured,2026-01-01T03:50:31.408948,2026-01-01T03:50:33.954113,2,False,False,SYNTHETIC
EV000057400,P0000574,payment.attempted,2026-01-01T16:26:14.519871,2026-01-01T16:26:16.536063,0,False,False,SYNTHETIC
EV000057401,P0000574,payment.failed,2026-01-01T16:26:21.359225,2026-01-01T16:26:22.431680,1,False,False,SYNTHETIC
EV000057500,P0000575,payment.attempted,2026-01-01T17:57:27.448731,2026-01-01T17:57:27.855571,0,False,False,SYNTHETIC
EV000057501,P0000575,payment.authorized,2026-01-01T17:57:29.726637,2026-01-01T17:57:31.554090,1,False,False,SYNTHETIC
EV000057501D,P0000575,payment.authorized,2026-01-01T17:57:29.726637,2026-01-01T17:57:32.084768,1,True,False,SYNTHETIC
EV000057502,P0000575,payment.captured,2026-01-01T17:57:33.131121,2026-01-01T17:57:34.283626,2,False,False,SYNTHETIC
EV000057600,P0000576,payment.attempted,2026-01-01T13:27:28.844490,2026-01-01T13:27:29.222612,0,False,False,SYNTHETIC
EV000057601,P0000576,payment.authorized,2026-01-01T13:27:30.322418,2026-01-01T13:27:30.775918,1,False,False,SYNTHETIC
EV000057602,P0000576,payment.captured,2026-01-01T13:27:34.521011,2026-01-01T13:27:35.096725,2,False,False,SYNTHETIC
EV000057700,P0000577,payment.attempted,2026-01-01T14:30:05.849847,2026-01-01T14:30:06.783961,0,False,False,SYNTHETIC
EV000057701,P0000577,payment.authorized,2026-01-01T14:30:08.471563,2026-01-01T14:30:10.008507,1,False,False,SYNTHETIC
EV000057702,P0000577,payment.captured,2026-01-01T14:30:12.087432,2026-01-01T14:30:13.457785,2,False,False,SYNTHETIC
EV000057800,P0000578,payment.attempted,2026-01-01T15:32:13.807872,2026-01-01T15:32:14.959493,0,False,False,SYNTHETIC
EV000057801,P0000578,payment.authorized,2026-01-01T15:32:17.931073,2026-01-01T15:32:18.717922,1,False,False,SYNTHETIC
EV000057802,P0000578,payment.captured,2026-01-01T15:32:22.273380,2026-01-01T15:32:22.913935,2,False,False,SYNTHETIC
EV000057900,P0000579,payment.attempted,2026-01-01T01:59:58.495275,2026-01-01T01:59:59.307501,0,False,False,SYNTHETIC
EV000057901,P0000579,payment.authorized,2026-01-01T02:00:02.313285,2026-01-01T02:00:03.140159,1,False,False,SYNTHETIC
EV000057901D,P0000579,payment.authorized,2026-01-01T02:00:02.313285,2026-01-01T02:00:03.452385,1,True,False,SYNTHETIC
EV000057902,P0000579,payment.captured,2026-01-01T02:00:06.831250,2026-01-01T02:00:07.065843,2,False,False,SYNTHETIC
EV000058000,P0000580,payment.attempted,2026-01-01T03:42:11.949665,2026-01-01T03:42:12.338004,0,False,False,SYNTHETIC
EV000058001,P0000580,payment.failed,2026-01-01T03:42:13.061965,2026-01-01T03:42:13.603720,1,False,False,SYNTHETIC
EV000058100,P0000581,payment.attempted,2026-01-01T18:13:27.354837,2026-01-01T18:13:28.868953,0,False,False,SYNTHETIC
EV000058101,P0000581,payment.authorized,2026-01-01T18:13:29.288813,2026-01-01T18:13:29.963241,1,False,False,SYNTHETIC
EV000058102,P0000581,payment.captured,2026-01-01T18:13:33.465174,2026-01-01T18:13:34.870750,2,False,False,SYNTHETIC
EV000058200,P0000582,payment.attempted,2026-01-01T22:22:43.099836,2026-01-01T22:22:44.389874,0,False,False,SYNTHETIC
EV000058201,P0000582,payment.authorized,2026-01-01T22:22:48.689133,2026-01-01T22:22:50.135541,1,False,False,SYNTHETIC
EV000058201D,P0000582,payment.authorized,2026-01-01T22:22:48.689133,2026-01-01T22:22:51.232109,1,True,False,SYNTHETIC
EV000058202,P0000582,payment.captured,2026-01-01T22:22:52.071674,2026-01-01T22:22:52.512562,2,False,False,SYNTHETIC
EV000058300,P0000583,payment.attempted,2026-01-01T01:36:42.163010,2026-01-01T01:36:42.476500,0,False,False,SYNTHETIC
EV000058301,P0000583,payment.authorized,2026-01-01T01:36:45.267607,2026-01-01T01:36:45.503511,1,False,False,SYNTHETIC
EV000058302,P0000583,payment.captured,2026-01-01T01:36:49.263217,2026-01-01T01:36:50.174368,2,False,False,SYNTHETIC
EV000058400,P0000584,payment.attempted,2026-01-01T16:44:47.255730,2026-01-01T16:44:47.552444,0,False,False,SYNTHETIC
EV000058401,P0000584,payment.authorized,2026-01-01T16:44:48.787664,2026-01-01T16:44:49.636955,1,False,False,SYNTHETIC
EV000058402,P0000584,payment.captured,2026-01-01T16:44:49.930153,2026-01-01T16:44:50.661953,2,False,False,SYNTHETIC
EV000058500,P0000585,payment.attempted,2026-01-01T18:18:38.491840,2026-01-01T18:18:38.975238,0,False,False,SYNTHETIC
EV000058501,P0000585,payment.authorized,2026-01-01T18:18:39.951606,2026-01-01T18:18:40.912436,1,False,False,SYNTHETIC
EV000058501D,P0000585,payment.authorized,2026-01-01T18:18:39.951606,2026-01-01T18:18:41.414868,1,True,False,SYNTHETIC
EV000058502,P0000585,payment.captured,2026-01-01T18:18:41.695417,2026-01-01T18:18:43.061790,2,False,False,SYNTHETIC
EV000058600,P0000586,payment.attempted,2026-01-01T16:42:12.195529,2026-01-01T16:42:13.610402,0,False,False,SYNTHETIC
EV000058601,P0000586,payment.authorized,2026-01-01T16:42:16.907878,2026-01-01T16:42:19.294815,1,False,False,SYNTHETIC
EV000058602,P0000586,payment.captured,2026-01-01T16:42:20.038159,2026-01-01T16:42:21.123923,2,False,False,SYNTHETIC
EV000058700,P0000587,payment.attempted,2026-01-01T17:04:02.497573,2026-01-01T17:04:03.380538,0,False,False,SYNTHETIC
EV000058701,P0000587,payment.authorized,2026-01-01T17:04:05.628296,2026-01-01T17:04:08.623843,1,False,False,SYNTHETIC
EV000058702,P0000587,payment.captured,2026-01-01T17:04:06.759741,2026-01-01T17:04:08.129348,2,False,False,SYNTHETIC
EV000058800,P0000588,payment.attempted,2026-01-01T23:35:54.860108,2026-01-01T23:35:56.837050,0,False,False,SYNTHETIC
EV000058801,P0000588,payment.authorized,2026-01-01T23:35:57.713632,2026-01-01T23:35:59.288915,1,False,False,SYNTHETIC
EV000058802,P0000588,payment.captured,2026-01-01T23:36:00.632235,2026-01-01T23:36:01.334948,2,False,False,SYNTHETIC
EV000058900,P0000589,payment.attempted,2026-01-01T07:41:39.417326,2026-01-01T07:41:41.072938,0,False,False,SYNTHETIC
EV000058901,P0000589,payment.authorized,2026-01-01T07:41:43.089873,2026-01-01T07:41:43.688545,1,False,False,SYNTHETIC
EV000058902,P0000589,payment.captured,2026-01-01T07:41:45.666089,2026-01-01T07:41:46.867727,2,False,False,SYNTHETIC
EV000059000,P0000590,payment.attempted,2026-01-01T23:16:03.319736,2026-01-01T23:16:05.105120,0,False,False,SYNTHETIC
EV000059001,P0000590,payment.authorized,2026-01-01T23:16:07.955742,2026-01-01T23:16:09.372490,1,False,False,SYNTHETIC
EV000059002,P0000590,payment.captured,2026-01-01T23:16:11.996789,2026-01-01T23:16:12.388032,2,False,False,SYNTHETIC
EV000059100,P0000591,payment.attempted,2026-01-01T20:54:52.700479,2026-01-01T20:54:55.752656,0,False,False,SYNTHETIC
EV000059101,P0000591,payment.authorized,2026-01-01T20:54:55.961633,2026-01-01T20:55:47.314797,1,False,False,SYNTHETIC
EV000059102,P0000591,payment.captured,2026-01-01T20:54:58.864818,2026-01-01T20:55:00.246716,2,False,False,SYNTHETIC
EV000059200,P0000592,payment.attempted,2026-01-01T14:20:53.928678,2026-01-01T14:20:54.357078,0,False,False,SYNTHETIC
EV000059201,P0000592,payment.authorized,2026-01-01T14:20:55.081065,2026-01-01T14:20:55.232918,1,False,False,SYNTHETIC
EV000059202,P0000592,payment.captured,2026-01-01T14:20:58.950449,2026-01-01T14:20:59.253900,2,False,False,SYNTHETIC
EV000059300,P0000593,payment.attempted,2026-01-01T23:52:33.912446,2026-01-01T23:52:34.301532,0,False,False,SYNTHETIC
EV000059301,P0000593,payment.authorized,2026-01-01T23:52:39.305682,2026-01-01T23:52:40.051811,1,False,False,SYNTHETIC
EV000059302,P0000593,payment.captured,2026-01-01T23:52:44.225294,2026-01-01T23:52:45.514948,2,False,False,SYNTHETIC
EV000059302D,P0000593,payment.captured,2026-01-01T23:52:44.225294,2026-01-01T23:52:45.903349,2,True,False,SYNTHETIC
EV000059400,P0000594,payment.attempted,2026-01-01T16:47:14.464185,2026-01-01T16:47:15.525302,0,False,False,SYNTHETIC
EV000059400D,P0000594,payment.attempted,2026-01-01T16:47:14.464185,2026-01-01T16:47:16.397140,0,True,False,SYNTHETIC
EV000059401,P0000594,payment.failed,2026-01-01T16:47:20.481666,2026-01-01T16:47:21.924040,1,False,False,SYNTHETIC
EV000059500,P0000595,payment.attempted,2026-01-01T20:01:25.038135,2026-01-01T20:01:25.342879,0,False,False,SYNTHETIC
EV000059501,P0000595,payment.authorized,2026-01-01T20:01:29.226496,2026-01-01T20:01:30.327983,1,False,False,SYNTHETIC
EV000059502,P0000595,payment.captured,2026-01-01T20:01:33.008439,2026-01-01T20:01:33.327110,2,False,False,SYNTHETIC
EV000059502D,P0000595,payment.captured,2026-01-01T20:01:33.008439,2026-01-01T20:01:33.625050,2,True,False,SYNTHETIC
EV000059600,P0000596,payment.attempted,2026-01-01T15:01:22.497416,2026-01-01T15:01:22.912397,0,False,False,SYNTHETIC
EV000059601,P0000596,payment.authorized,2026-01-01T15:01:24.913422,2026-01-01T15:01:25.386764,1,False,False,SYNTHETIC
EV000059602,P0000596,payment.captured,2026-01-01T15:01:28.025530,2026-01-01T15:01:29.868619,2,False,False,SYNTHETIC
EV000059700,P0000597,payment.attempted,2026-01-01T02:47:28.256528,2026-01-01T02:47:28.684515,0,False,False,SYNTHETIC
EV000059701,P0000597,payment.authorized,2026-01-01T02:47:34.231056,2026-01-01T02:47:35.118164,1,False,False,SYNTHETIC
EV000059701D,P0000597,payment.authorized,2026-01-01T02:47:34.231056,2026-01-01T02:47:35.374495,1,True,False,SYNTHETIC
EV000059702,P0000597,payment.captured,2026-01-01T02:47:35.483874,2026-01-01T02:47:36.411212,2,False,False,SYNTHETIC
EV000059800,P0000598,payment.attempted,2026-01-01T13:08:46.776197,2026-01-01T13:08:47.273004,0,False,False,SYNTHETIC
EV000059801,P0000598,payment.failed,2026-01-01T13:08:54.536812,2026-01-01T13:08:56.178459,1,False,False,SYNTHETIC
EV000059900,P0000599,payment.attempted,2026-01-01T05:54:32.312785,2026-01-01T05:54:33.071969,0,False,False,SYNTHETIC
EV000059901,P0000599,payment.authorized,2026-01-01T05:54:37.636414,2026-01-01T05:54:38.959902,1,False,False,SYNTHETIC
EV000059901D,P0000599,payment.authorized,2026-01-01T05:54:37.636414,2026-01-01T05:54:39.309332,1,True,False,SYNTHETIC
EV000059902,P0000599,payment.captured,2026-01-01T05:54:41.299512,2026-01-01T05:54:42.555380,2,False,False,SYNTHETIC
EV000060000,P0000600,payment.attempted,2026-01-01T13:40:25.120594,2026-01-01T13:40:25.601819,0,False,False,SYNTHETIC
EV000060001,P0000600,payment.authorized,2026-01-01T13:40:30.689872,2026-01-01T13:40:31.004015,1,False,False,SYNTHETIC
EV000060002,P0000600,payment.captured,2026-01-01T13:40:32.471984,2026-01-01T13:40:33.827389,2,False,False,SYNTHETIC
EV000060100,P0000601,payment.attempted,2026-01-01T02:17:11.637531,2026-01-01T02:17:13.631351,0,False,False,SYNTHETIC
EV000060101,P0000601,payment.authorized,2026-01-01T02:17:14.501306,2026-01-01T02:17:15.402050,1,False,False,SYNTHETIC
EV000060102,P0000601,payment.captured,2026-01-01T02:17:19.473170,2026-01-01T02:17:21.215411,2,False,False,SYNTHETIC
EV000060200,P0000602,payment.attempted,2026-01-01T05:51:06.167915,2026-01-01T05:51:06.929432,0,False,False,SYNTHETIC
EV000060201,P0000602,payment.authorized,2026-01-01T05:51:11.777946,2026-01-01T05:51:12.462238,1,False,False,SYNTHETIC
EV000060202,P0000602,payment.captured,2026-01-01T05:51:15.670773,2026-01-01T05:51:16.565775,2,False,False,SYNTHETIC
EV000060300,P0000603,payment.attempted,2026-01-01T15:40:31.230463,2026-01-01T15:40:32.497953,0,False,False,SYNTHETIC
EV000060300D,P0000603,payment.attempted,2026-01-01T15:40:31.230463,2026-01-01T15:40:32.923701,0,True,False,SYNTHETIC
EV000060301,P0000603,payment.authorized,2026-01-01T15:40:33.880618,2026-01-01T15:40:34.434437,1,False,False,SYNTHETIC
EV000060302,P0000603,payment.captured,2026-01-01T15:40:35.177512,2026-01-01T15:40:35.869890,2,False,False,SYNTHETIC
EV000060400,P0000604,payment.attempted,2026-01-01T00:38:31.690083,2026-01-01T00:38:32.383774,0,False,False,SYNTHETIC
EV000060401,P0000604,payment.authorized,2026-01-01T00:38:33.255844,2026-01-01T00:38:34.146935,1,False,False,SYNTHETIC
EV000060402,P0000604,payment.captured,2026-01-01T00:38:37.548459,2026-01-01T00:38:37.999869,2,False,False,SYNTHETIC
EV000060500,P0000605,payment.attempted,2026-01-01T18:39:37.390273,2026-01-01T18:39:37.537297,0,False,False,SYNTHETIC
EV000060501,P0000605,payment.authorized,2026-01-01T18:39:40.496690,2026-01-01T18:39:40.899102,1,False,False,SYNTHETIC
EV000060501D,P0000605,payment.authorized,2026-01-01T18:39:40.496690,2026-01-01T18:39:41.934548,1,True,False,SYNTHETIC
EV000060502,P0000605,payment.captured,2026-01-01T18:45:12.822158,2026-01-01T18:45:13.064329,2,False,False,SYNTHETIC
EV000060600,P0000606,payment.attempted,2026-01-01T15:45:23.028352,2026-01-01T15:45:24.449309,0,False,False,SYNTHETIC
EV000060601,P0000606,payment.authorized,2026-01-01T15:45:27.080607,2026-01-01T15:45:28.732960,1,False,False,SYNTHETIC
EV000060602,P0000606,payment.captured,2026-01-01T15:45:28.169737,2026-01-01T15:45:30.492452,2,False,False,SYNTHETIC
EV000060700,P0000607,payment.attempted,2026-01-01T09:20:01.457220,2026-01-01T09:20:04.390626,0,False,False,SYNTHETIC
EV000060701,P0000607,payment.authorized,2026-01-01T09:20:04.720039,2026-01-01T09:20:05.792380,1,False,False,SYNTHETIC
EV000060702,P0000607,payment.captured,2026-01-01T09:20:08.542775,2026-01-01T09:20:09.739703,2,False,False,SYNTHETIC
EV000060800,P0000608,payment.attempted,2026-01-01T14:53:42.105453,2026-01-01T14:53:50.686045,0,False,True,SYNTHETIC
EV000060801,P0000608,payment.authorized,2026-01-01T14:53:46.705580,2026-01-01T14:53:47.352402,1,False,False,SYNTHETIC
EV000060802,P0000608,payment.captured,2026-01-01T14:53:48.928877,2026-01-01T14:53:44.610232,2,False,True,SYNTHETIC
EV000060900,P0000609,payment.attempted,2026-01-01T12:44:05.275838,2026-01-01T12:44:05.795498,0,False,False,SYNTHETIC
EV000060901,P0000609,payment.authorized,2026-01-01T12:44:06.715006,2026-01-01T12:44:07.149912,1,False,False,SYNTHETIC
EV000060901D,P0000609,payment.authorized,2026-01-01T12:44:06.715006,2026-01-01T12:44:07.579334,1,True,False,SYNTHETIC
EV000060902,P0000609,payment.captured,2026-01-01T12:44:09.885878,2026-01-01T12:44:10.252053,2,False,False,SYNTHETIC
EV000061000,P0000610,payment.attempted,2026-01-01T05:04:14.923222,2026-01-01T05:04:15.139836,0,False,False,SYNTHETIC
EV000061001,P0000610,payment.failed,2026-01-01T05:04:16.641438,2026-01-01T05:04:17.535276,1,False,False,SYNTHETIC
EV000061100,P0000611,payment.attempted,2026-01-01T15:24:07.819744,2026-01-01T15:24:08.148598,0,False,False,SYNTHETIC
EV000061101,P0000611,payment.failed,2026-01-01T15:24:15.305709,2026-01-01T15:24:15.666389,1,False,False,SYNTHETIC
EV000061200,P0000612,payment.attempted,2026-01-01T05:38:54.559436,2026-01-01T05:38:55.295714,0,False,False,SYNTHETIC
EV000061201,P0000612,payment.authorized,2026-01-01T05:38:59.990648,2026-01-01T05:39:00.283268,1,False,False,SYNTHETIC
EV000061202,P0000612,payment.captured,2026-01-01T05:39:01.960111,2026-01-01T05:39:02.508522,2,False,False,SYNTHETIC
EV000061300,P0000613,payment.attempted,2026-01-01T00:42:58.233258,2026-01-01T00:42:58.958172,0,False,False,SYNTHETIC
EV000061301,P0000613,payment.authorized,2026-01-01T00:43:00.850087,2026-01-01T00:43:01.142612,1,False,False,SYNTHETIC
EV000061302,P0000613,payment.captured,2026-01-01T00:43:05.750738,2026-01-01T00:43:06.838942,2,False,False,SYNTHETIC
EV000061400,P0000614,payment.attempted,2026-01-01T09:23:19.173584,2026-01-01T09:23:20.015974,0,False,False,SYNTHETIC
EV000061400D,P0000614,payment.attempted,2026-01-01T09:23:19.173584,2026-01-01T09:23:20.941545,0,True,False,SYNTHETIC
EV000061401,P0000614,payment.failed,2026-01-01T09:23:26.443294,2026-01-01T09:23:27.340538,1,False,False,SYNTHETIC
EV000061500,P0000615,payment.attempted,2026-01-01T17:47:15.036502,2026-01-01T17:47:15.468849,0,False,False,SYNTHETIC
EV000061501,P0000615,payment.authorized,2026-01-01T17:47:20.081631,2026-01-01T17:47:20.911015,1,False,False,SYNTHETIC
EV000061502,P0000615,payment.captured,2026-01-01T17:47:22.363213,2026-01-01T17:47:23.947497,2,False,False,SYNTHETIC
EV000061600,P0000616,payment.attempted,2026-01-01T23:50:19.863005,2026-01-01T23:50:20.397143,0,False,False,SYNTHETIC
EV000061601,P0000616,payment.authorized,2026-01-01T23:50:23.317324,2026-01-01T23:50:23.874288,1,False,False,SYNTHETIC
EV000061602,P0000616,payment.captured,2026-01-01T23:50:27.919635,2026-01-01T23:50:28.497841,2,False,False,SYNTHETIC
EV000061700,P0000617,payment.attempted,2026-01-01T02:04:57.520561,2026-01-01T02:04:58.053744,0,False,False,SYNTHETIC
EV000061701,P0000617,payment.authorized,2026-01-01T02:04:58.553219,2026-01-01T02:04:59.571396,1,False,False,SYNTHETIC
EV000061702,P0000617,payment.captured,2026-01-01T02:05:01.444301,2026-01-01T02:05:02.442355,2,False,False,SYNTHETIC
EV000061800,P0000618,payment.attempted,2026-01-01T14:42:56.137649,2026-01-01T14:43:02.046066,0,False,True,SYNTHETIC
EV000061801,P0000618,payment.authorized,2026-01-01T14:43:00.178492,2026-01-01T14:42:57.629109,1,False,True,SYNTHETIC
EV000061802,P0000618,payment.captured,2026-01-01T14:43:04.208379,2026-01-01T14:43:06.037781,2,False,False,SYNTHETIC
EV000061900,P0000619,payment.attempted,2026-01-01T15:47:44.224669,2026-01-01T15:47:44.511381,0,False,False,SYNTHETIC
EV000061901,P0000619,payment.authorized,2026-01-01T15:47:49.206351,2026-01-01T15:47:49.384289,1,False,False,SYNTHETIC
EV000061902,P0000619,payment.captured,2026-01-01T15:47:50.328229,2026-01-01T15:47:50.610589,2,False,False,SYNTHETIC
EV000062000,P0000620,payment.attempted,2026-01-01T18:52:29.833406,2026-01-01T18:52:30.309665,0,False,False,SYNTHETIC
EV000062001,P0000620,payment.authorized,2026-01-01T18:52:33.448891,2026-01-01T18:52:35.459778,1,False,False,SYNTHETIC
EV000062002,P0000620,payment.captured,2026-01-01T18:52:35.566825,2026-01-01T18:52:36.302435,2,False,False,SYNTHETIC
EV000062100,P0000621,payment.attempted,2026-01-01T04:08:42.668816,2026-01-01T04:08:51.686602,0,False,True,SYNTHETIC
EV000062101,P0000621,payment.authorized,2026-01-01T04:08:46.867129,2026-01-01T04:08:47.265386,1,False,False,SYNTHETIC
EV000062102,P0000621,payment.captured,2026-01-01T04:08:50.792416,2026-01-01T04:08:43.445356,2,False,True,SYNTHETIC
EV000062200,P0000622,payment.attempted,2026-01-01T08:44:20.295802,2026-01-01T08:44:20.854118,0,False,False,SYNTHETIC
EV000062201,P0000622,payment.authorized,2026-01-01T08:44:22.960631,2026-01-01T08:44:24.074201,1,False,False,SYNTHETIC
EV000062202,P0000622,payment.captured,2026-01-01T08:44:27.286270,2026-01-01T08:44:27.595176,2,False,False,SYNTHETIC
EV000062300,P0000623,payment.attempted,2026-01-01T14:29:43.070719,2026-01-01T14:29:43.514962,0,False,False,SYNTHETIC
EV000062301,P0000623,payment.authorized,2026-01-01T14:29:48.165957,2026-01-01T14:29:48.896080,1,False,False,SYNTHETIC
EV000062302,P0000623,payment.captured,2026-01-01T14:34:56.667507,2026-01-01T14:34:57.125454,2,False,False,SYNTHETIC
EV000062400,P0000624,payment.attempted,2026-01-01T12:35:20.784771,2026-01-01T12:35:21.579105,0,False,False,SYNTHETIC
EV000062401,P0000624,payment.authorized,2026-01-01T12:35:23.577841,2026-01-01T12:35:23.969275,1,False,False,SYNTHETIC
EV000062402,P0000624,payment.captured,2026-01-01T12:35:27.516340,2026-01-01T12:35:28.172482,2,False,False,SYNTHETIC
EV000062500,P0000625,payment.attempted,2026-01-01T01:38:33.265702,2026-01-01T01:38:35.630494,0,False,True,SYNTHETIC
EV000062501,P0000625,payment.failed,2026-01-01T01:38:35.211756,2026-01-01T01:38:34.559817,1,False,True,SYNTHETIC
EV000062600,P0000626,payment.attempted,2026-01-01T16:22:02.214197,2026-01-01T16:22:02.931238,0,False,False,SYNTHETIC
EV000062601,P0000626,payment.authorized,2026-01-01T16:22:07.392059,2026-01-01T16:22:07.915103,1,False,False,SYNTHETIC
EV000062602,P0000626,payment.captured,2026-01-01T16:22:09.802176,2026-01-01T16:22:10.849954,2,False,False,SYNTHETIC
EV000062700,P0000627,payment.attempted,2026-01-01T20:54:48.083471,2026-01-01T20:54:50.146403,0,False,False,SYNTHETIC
EV000062701,P0000627,payment.authorized,2026-01-01T20:54:52.702155,2026-01-01T20:54:52.941037,1,False,False,SYNTHETIC
EV000062702,P0000627,payment.captured,2026-01-01T20:54:56.974360,2026-01-01T20:55:00.445405,2,False,False,SYNTHETIC
EV000062800,P0000628,payment.attempted,2026-01-01T08:59:48.999750,2026-01-01T08:59:50.618287,0,False,False,SYNTHETIC
EV000062801,P0000628,payment.authorized,2026-01-01T08:59:50.536878,2026-01-01T08:59:51.421446,1,False,False,SYNTHETIC
EV000062802,P0000628,payment.captured,2026-01-01T08:59:51.586935,2026-01-01T08:59:54.435039,2,False,False,SYNTHETIC
EV000062900,P0000629,payment.attempted,2026-01-01T21:09:26.670412,2026-01-01T21:09:28.687670,0,False,False,SYNTHETIC
